claim_id,source_id,question_id,paper_key,page_ref,dimension,concept,definition,mechanism,causal_chain,variables_parameters,theory_evidence_status,claim_text,project_use,validation_status,reviewer_comment,note_path,cluster_id,cluster_question_id,evidence_anchor,quote_or_paraphrase,memo_section_target,confidence
CLM_PDF010_Q07_006,PDF010,PDF010_Q07,Stiglitz_2015b,"15, 16, 17, 20, 25",variables_parameters,land,,land speculation crowds out productive capital,,K_t,formal_model_result,"This speculative dynamic absorbs finite macroeconomic savings, crowding out real capital accumulation so that productive capital per capita actually declines.",land-credit crowding-out,validated_paraphrase,NotebookLM-backed paraphrase from completed note; verify exact wording before final quotation.,03_notes/questions/PDF010_Q07.md,C1,,"- Page(s): 15, 16, 17, 20, 25 - Key passage(s), paraphrased or short quote only: - ""Credit... is created out of thin air... net, the financial system does not even raise capital for the corporate sector."" - ""An increase in credit increases wealth through an increase in land prices, but has no effect on the capital stock... all of the increase in wealth (capital gain) goes to the wealthy.""",paraphrase,3. Conceptual objects,medium
CLM_PDF010_Q07_007,PDF010,PDF010_Q07,Stiglitz_2015b,"15, 16, 17, 20, 25",variables_parameters,land,,real-estate credit amplifies land-price inflation,,collateral parameter,formal_model_result,"Simultaneously, expansionary monetary policies and financial deregulation (e.g., lower collateral requirements) penalize workers' safe life-cycle savings while benefiting equity owners, structurally worsening inequality and preying on the poor through usurious debt.",land-credit crowding-out,validated_paraphrase,NotebookLM-backed paraphrase from completed note; verify exact wording before final quotation.,03_notes/questions/PDF010_Q07.md,C1,,"- Page(s): 15, 16, 17, 20, 25 - Key passage(s), paraphrased or short quote only: - ""Credit... is created out of thin air... net, the financial system does not even raise capital for the corporate sector."" - ""An increase in credit increases wealth through an increase in land prices, but has no effect on the capital stock... all of the increase in wealth (capital gain) goes to the wealthy.""",paraphrase,5. Mechanism II,medium
CLM_PDF011_Q01_001,PDF011,PDF011_Q01,Stiglitz_2015a,"10, 11, 28",variables_parameters,land,,land speculation crowds out productive capital,,D_t/r_t; k_{t+1}; W,model_based_synthesis,"The wealth residual represents the massive gap between the observed surge in aggregate wealth and the actual, much lower rate of real capital accumulation dictated by national savings data, indicating that wealth increases are driven by capitalized rents rather than productive investment.",land-credit crowding-out,validated_paraphrase,NotebookLM-backed paraphrase from completed note; verify exact wording before final quotation.,03_notes/questions/PDF011_Q01.md,C1,,"- Page(s): 10, 11, 28 - Key passage(s), paraphrased or short quote only: - ""If these numbers were accurate, the observed increase in wealth income ratios must come from somewhere else than the steady accumulation of capital goods. This can be thought of as the 'wealth-accumulation residual'."" - ""capital deepening (defined as an increase in the capital output ratio) occurs if and only if (2.4) $s > g^* \beta \xi$.""",paraphrase,3. Conceptual objects,medium
CLM_PDF011_Q01_002,PDF011,PDF011_Q01,Stiglitz_2015a,"10, 11, 28",causality,land,,land changes R versus G and debt-rollover conditions,"Equation (2.4), $s g^ \beta \xi$, which establishes the critical net savings condition required for real capital deepening, demonstrating that actual US savings ($s \approx 5.2\%$) mathematically fail to meet the threshold (e.g., $ 11.2\%$).",,model_based_synthesis,"Equation (2.4), $s g^ \beta \xi$, which establishes the critical net savings condition required for real capital deepening, demonstrating that actual US savings ($s \approx 5.2\%$) mathematically fail to meet the threshold (e.g., $ 11.2\%$).",land-credit crowding-out,validated_paraphrase,NotebookLM-backed paraphrase from completed note; verify exact wording before final quotation.,03_notes/questions/PDF011_Q01.md,C1,,"- Page(s): 10, 11, 28 - Key passage(s), paraphrased or short quote only: - ""If these numbers were accurate, the observed increase in wealth income ratios must come from somewhere else than the steady accumulation of capital goods. This can be thought of as the 'wealth-accumulation residual'."" - ""capital deepening (defined as an increase in the capital output ratio) occurs if and only if (2.4) $s > g^* \beta \xi$.""",paraphrase,3. Conceptual objects,medium
CLM_PDF011_Q01_003,PDF011,PDF011_Q01,Stiglitz_2015a,"10, 11, 28",variables_parameters,land,,land changes R versus G and debt-rollover conditions,,W,measurement_or_empirical_motivation,"Evaluating the exact magnitude and drivers of the wealth residual in Latin America requires external verification, as the paper’s empirical parameters rely strictly on US and advanced-economy macroeconomic data, abstracting from the region's specific vulnerabilities to foreign capital inflows, commodity price shocks, and structural external debt.",debt rollover / R versus G,validated_paraphrase,NotebookLM-backed paraphrase from completed note; verify exact wording before final quotation.,03_notes/questions/PDF011_Q01.md,C1,,"- Page(s): 10, 11, 28 - Key passage(s), paraphrased or short quote only: - ""If these numbers were accurate, the observed increase in wealth income ratios must come from somewhere else than the steady accumulation of capital goods. This can be thought of as the 'wealth-accumulation residual'."" - ""capital deepening (defined as an increase in the capital output ratio) occurs if and only if (2.4) $s > g^* \beta \xi$.""",paraphrase,3. Conceptual objects,medium
CLM_PDF011_Q01_004,PDF011,PDF011_Q01,Stiglitz_2015a,"10, 11, 28",variables_parameters,land,,land changes R versus G and debt-rollover conditions,,W,model_based_synthesis,Standard national accounting requires the net savings rate to exceed a specific threshold (determined by economic growth and existing wealth ratios) for the real capital-output ratio to increase.,land-credit crowding-out,validated_paraphrase,NotebookLM-backed paraphrase from completed note; verify exact wording before final quotation.,03_notes/questions/PDF011_Q01.md,C1,,"- Page(s): 10, 11, 28 - Key passage(s), paraphrased or short quote only: - ""If these numbers were accurate, the observed increase in wealth income ratios must come from somewhere else than the steady accumulation of capital goods. This can be thought of as the 'wealth-accumulation residual'."" - ""capital deepening (defined as an increase in the capital output ratio) occurs if and only if (2.4) $s > g^* \beta \xi$.""",paraphrase,3. Conceptual objects,medium
CLM_PDF011_Q01_005,PDF011,PDF011_Q01,Stiglitz_2015a,"10, 11, 28",variables_parameters,land,,land speculation crowds out productive capital,,K_t,measurement_or_empirical_motivation,"Historical empirical data (e.g., in the US) shows that actual savings rates fall far short of this required threshold, meaning the real productive capital stock relative to income is actually shrinking.",land-credit crowding-out,validated_paraphrase,NotebookLM-backed paraphrase from completed note; verify exact wording before final quotation.,03_notes/questions/PDF011_Q01.md,C1,,"- Page(s): 10, 11, 28 - Key passage(s), paraphrased or short quote only: - ""If these numbers were accurate, the observed increase in wealth income ratios must come from somewhere else than the steady accumulation of capital goods. This can be thought of as the 'wealth-accumulation residual'."" - ""capital deepening (defined as an increase in the capital output ratio) occurs if and only if (2.4) $s > g^* \beta \xi$.""",paraphrase,3. Conceptual objects,medium
CLM_PDF011_Q01_006,PDF011,PDF011_Q01,Stiglitz_2015a,"10, 11, 28",variables_parameters,land,,land changes R versus G and debt-rollover conditions,,W,model_based_synthesis,"Nevertheless, aggregate measured wealth has grown significantly over this same period.",land-credit crowding-out,validated_paraphrase,NotebookLM-backed paraphrase from completed note; verify exact wording before final quotation.,03_notes/questions/PDF011_Q01.md,C1,,"- Page(s): 10, 11, 28 - Key passage(s), paraphrased or short quote only: - ""If these numbers were accurate, the observed increase in wealth income ratios must come from somewhere else than the steady accumulation of capital goods. This can be thought of as the 'wealth-accumulation residual'."" - ""capital deepening (defined as an increase in the capital output ratio) occurs if and only if (2.4) $s > g^* \beta \xi$.""",paraphrase,3. Conceptual objects,medium
CLM_PDF011_Q01_007,PDF011,PDF011_Q01,Stiglitz_2015a,"10, 11, 28",mechanism,land,,unbalanced growth separates land prices from rents,"This resulting ""wealth residual"" is explained by the inflation of existing asset values—specifically the capitalization of land rents, intellectual property, and monopoly/exploitation power—which artificially increases aggregate wealth without requiring new physical savings.",D_t/r_t; W,model_based_synthesis,"This resulting ""wealth residual"" is explained by the inflation of existing asset values—specifically the capitalization of land rents, intellectual property, and monopoly/exploitation power—which artificially increases aggregate wealth without requiring new physical savings.",land-credit crowding-out,validated_paraphrase,NotebookLM-backed paraphrase from completed note; verify exact wording before final quotation.,03_notes/questions/PDF011_Q01.md,C1,,"- Page(s): 10, 11, 28 - Key passage(s), paraphrased or short quote only: - ""If these numbers were accurate, the observed increase in wealth income ratios must come from somewhere else than the steady accumulation of capital goods. This can be thought of as the 'wealth-accumulation residual'."" - ""capital deepening (defined as an increase in the capital output ratio) occurs if and only if (2.4) $s > g^* \beta \xi$.""",paraphrase,3. Conceptual objects,medium
CLM_PDF011_Q02_001,PDF011,PDF011_Q02,Stiglitz_2015a,"7, 16, 17, 18, 21",causality,land,,land speculation crowds out productive capital,"Wealth and capital are fundamentally different aggregates because measured wealth includes not just productive capital but also the capitalized value of rents (like land and monopoly exploitation), explaining how aggregate wealth can soar while true productive capacity shrinks.",D_t/r_t; K_t; W,model_based_synthesis,"Wealth and capital are fundamentally different aggregates because measured wealth includes not just productive capital but also the capitalized value of rents (like land and monopoly exploitation), explaining how aggregate wealth can soar while true productive capacity shrinks.",land-credit crowding-out,validated_paraphrase,NotebookLM-backed paraphrase from completed note; verify exact wording before final quotation.,03_notes/questions/PDF011_Q02.md,C1,,"- Page(s): 7, 16, 17, 18, 21 - Key passage(s), paraphrased or short quote only: - ""Explaining why the concepts of 'capital' and 'wealth' are distinct, we show that appropriately defined aggregates for wealth may be... moving in opposite directions."" - ""Much of wealth is not produced assets ('machines') but land or other ownership claims giving rise to rents.""",paraphrase,3. Conceptual objects,medium
CLM_PDF011_Q02_002,PDF011,PDF011_Q02,Stiglitz_2015a,"7, 16, 17, 18, 21",definition,land,"The conceptual separation of aggregates utilizing $W = K + pT$ and the aggregate input equation $C = K^{\zeta}T^{1-\zeta}$, which demonstrate mathematically that the rate of change in wealth ($W$) can diverge completely from the rate of change in the productive input ($C$).",land changes R versus G and debt-rollover conditions,,K_t; W,model_based_synthesis,"The conceptual separation of aggregates utilizing $W = K + pT$ and the aggregate input equation $C = K^{\zeta}T^{1-\zeta}$, which demonstrate mathematically that the rate of change in wealth ($W$) can diverge completely from the rate of change in the productive input ($C$).",land-credit crowding-out,validated_paraphrase,NotebookLM-backed paraphrase from completed note; verify exact wording before final quotation.,03_notes/questions/PDF011_Q02.md,C1,,"- Page(s): 7, 16, 17, 18, 21 - Key passage(s), paraphrased or short quote only: - ""Explaining why the concepts of 'capital' and 'wealth' are distinct, we show that appropriately defined aggregates for wealth may be... moving in opposite directions."" - ""Much of wealth is not produced assets ('machines') but land or other ownership claims giving rise to rents.""",paraphrase,3. Conceptual objects,medium
CLM_PDF011_Q02_003,PDF011,PDF011_Q02,Stiglitz_2015a,"7, 16, 17, 18, 21",variables_parameters,land,,unbalanced growth separates land prices from rents,,D_t/r_t; W,measurement_or_empirical_motivation,"Applying this precise measurement distinction between wealth and capital to Latin American economies requires external verification, as the paper relies on advanced-economy data (US, France, UK) and abstracts from the region's specific dependence on commodity export rents, volatile foreign capital flows, and sovereign debt.",debt rollover / R versus G,validated_paraphrase,NotebookLM-backed paraphrase from completed note; verify exact wording before final quotation.,03_notes/questions/PDF011_Q02.md,C1,,"- Page(s): 7, 16, 17, 18, 21 - Key passage(s), paraphrased or short quote only: - ""Explaining why the concepts of 'capital' and 'wealth' are distinct, we show that appropriately defined aggregates for wealth may be... moving in opposite directions."" - ""Much of wealth is not produced assets ('machines') but land or other ownership claims giving rise to rents.""",paraphrase,3. Conceptual objects,medium
CLM_PDF011_Q02_004,PDF011,PDF011_Q02,Stiglitz_2015a,"7, 16, 17, 18, 21",variables_parameters,land,,land changes R versus G and debt-rollover conditions,,,model_based_synthesis,"Capital represents physical, produced assets that generate real economic output.",land-credit crowding-out,validated_paraphrase,NotebookLM-backed paraphrase from completed note; verify exact wording before final quotation.,03_notes/questions/PDF011_Q02.md,C1,,"- Page(s): 7, 16, 17, 18, 21 - Key passage(s), paraphrased or short quote only: - ""Explaining why the concepts of 'capital' and 'wealth' are distinct, we show that appropriately defined aggregates for wealth may be... moving in opposite directions."" - ""Much of wealth is not produced assets ('machines') but land or other ownership claims giving rise to rents.""",paraphrase,3. Conceptual objects,medium
CLM_PDF011_Q02_005,PDF011,PDF011_Q02,Stiglitz_2015a,"7, 16, 17, 18, 21",variables_parameters,land,,unbalanced growth separates land prices from rents,,D_t/r_t; W,model_based_synthesis,"Wealth measures financial control over resources, aggregating both physical capital and the market valuation of non-produced assets (such as land) and exploitative rents.",land-credit crowding-out,validated_paraphrase,NotebookLM-backed paraphrase from completed note; verify exact wording before final quotation.,03_notes/questions/PDF011_Q02.md,C1,,"- Page(s): 7, 16, 17, 18, 21 - Key passage(s), paraphrased or short quote only: - ""Explaining why the concepts of 'capital' and 'wealth' are distinct, we show that appropriately defined aggregates for wealth may be... moving in opposite directions."" - ""Much of wealth is not produced assets ('machines') but land or other ownership claims giving rise to rents.""",paraphrase,3. Conceptual objects,medium
CLM_PDF011_Q02_006,PDF011,PDF011_Q02,Stiglitz_2015a,"7, 16, 17, 18, 21",variables_parameters,land,,unbalanced growth separates land prices from rents,,D_t/r_t,model_based_synthesis,"Increases in market power, financial predation, or land scarcity generate higher rents for asset owners, which are then capitalized into financial markets.",land-credit crowding-out,validated_paraphrase,NotebookLM-backed paraphrase from completed note; verify exact wording before final quotation.,03_notes/questions/PDF011_Q02.md,C1,,"- Page(s): 7, 16, 17, 18, 21 - Key passage(s), paraphrased or short quote only: - ""Explaining why the concepts of 'capital' and 'wealth' are distinct, we show that appropriately defined aggregates for wealth may be... moving in opposite directions."" - ""Much of wealth is not produced assets ('machines') but land or other ownership claims giving rise to rents.""",paraphrase,3. Conceptual objects,medium
CLM_PDF011_Q02_007,PDF011,PDF011_Q02,Stiglitz_2015a,"7, 16, 17, 18, 21",variables_parameters,land,,land speculation crowds out productive capital,,K_t; W,model_based_synthesis,"This capitalization artificially expands the ""wealth residual"" and inflates measured wealth, even if the real productive capital stock is simultaneously declining or being crowded out.",land-credit crowding-out,validated_paraphrase,NotebookLM-backed paraphrase from completed note; verify exact wording before final quotation.,03_notes/questions/PDF011_Q02.md,C1,,"- Page(s): 7, 16, 17, 18, 21 - Key passage(s), paraphrased or short quote only: - ""Explaining why the concepts of 'capital' and 'wealth' are distinct, we show that appropriately defined aggregates for wealth may be... moving in opposite directions."" - ""Much of wealth is not produced assets ('machines') but land or other ownership claims giving rise to rents.""",paraphrase,3. Conceptual objects,medium
CLM_PDF011_Q03_001,PDF011,PDF011_Q03,Stiglitz_2015a,"1, 21, 22, 23, 25",variables_parameters,land,,land speculation crowds out productive capital,,D_t/r_t; K_t; W,model_based_synthesis,"The massive divergence between measured wealth and productive capital (the wealth residual) is driven by the capitalization of non-productive land rents, exploitation/market-power rents, and intellectual-property rents.",land-credit crowding-out,validated_paraphrase,NotebookLM-backed paraphrase from completed note; verify exact wording before final quotation.,03_notes/questions/PDF011_Q03.md,C1,,"- Page(s): 1, 21, 22, 23, 25 - Key passage(s), paraphrased or short quote only: - ""An important component of this is associated with rents: land rents, exploitation rents, and returns on intellectual property."" - ""There are, in fact, three reasons that W can increase without a concomitant increase in K, besides an increase in the value of land... increase in the value of intellectual property. Or there can be an increase in what might be called 'exploitation' rents.""",paraphrase,3. Conceptual objects,medium
CLM_PDF011_Q03_002,PDF011,PDF011_Q03,Stiglitz_2015a,"1, 21, 22, 23, 25",variables_parameters,land,,unbalanced growth separates land prices from rents,,D_t/r_t,critical_interpretation,"Evaluating the relative importance of these three specific rent channels in Latin America requires external verification, as the paper’s framework is based on advanced economies and does not explicitly address the region's heavy reliance on commodity-export rents, peripheral financial constraints, or imported intellectual property.",Latin American applicability,validated_paraphrase,NotebookLM-backed paraphrase from completed note; verify exact wording before final quotation.,03_notes/questions/PDF011_Q03.md,C1,,"- Page(s): 1, 21, 22, 23, 25 - Key passage(s), paraphrased or short quote only: - ""An important component of this is associated with rents: land rents, exploitation rents, and returns on intellectual property."" - ""There are, in fact, three reasons that W can increase without a concomitant increase in K, besides an increase in the value of land... increase in the value of intellectual property. Or there can be an increase in what might be called 'exploitation' rents.""",paraphrase,9. Critical appraisal,medium
CLM_PDF011_Q03_003,PDF011,PDF011_Q03,Stiglitz_2015a,"1, 21, 22, 23, 25",mechanism,land,,unbalanced growth separates land prices from rents,Urbanization and positional competition increase the scarcity value and market price of fixed land (land rents).,D_t/r_t,model_based_synthesis,Urbanization and positional competition increase the scarcity value and market price of fixed land (land rents).,land-credit crowding-out,validated_paraphrase,NotebookLM-backed paraphrase from completed note; verify exact wording before final quotation.,03_notes/questions/PDF011_Q03.md,C1,,"- Page(s): 1, 21, 22, 23, 25 - Key passage(s), paraphrased or short quote only: - ""An important component of this is associated with rents: land rents, exploitation rents, and returns on intellectual property."" - ""There are, in fact, three reasons that W can increase without a concomitant increase in K, besides an increase in the value of land... increase in the value of intellectual property. Or there can be an increase in what might be called 'exploitation' rents.""",paraphrase,1. Introduction,medium
CLM_PDF011_Q03_004,PDF011,PDF011_Q03,Stiglitz_2015a,"1, 21, 22, 23, 25",variables_parameters,land,,leverage creates land-bubble phase transition,,D_t/r_t; leverage parameter; W,model_based_synthesis,"Firms and the financial sector leverage imperfect information, monopoly power, and implicit public subsidies to extract wealth from workers and consumers (exploitation rents).",land-credit crowding-out,validated_paraphrase,NotebookLM-backed paraphrase from completed note; verify exact wording before final quotation.,03_notes/questions/PDF011_Q03.md,C1,,"- Page(s): 1, 21, 22, 23, 25 - Key passage(s), paraphrased or short quote only: - ""An important component of this is associated with rents: land rents, exploitation rents, and returns on intellectual property."" - ""There are, in fact, three reasons that W can increase without a concomitant increase in K, besides an increase in the value of land... increase in the value of intellectual property. Or there can be an increase in what might be called 'exploitation' rents.""",paraphrase,3. Conceptual objects,medium
CLM_PDF011_Q03_005,PDF011,PDF011_Q03,Stiglitz_2015a,"1, 21, 22, 23, 25",variables_parameters,land,,unbalanced growth separates land prices from rents,,D_t/r_t,model_based_synthesis,"Legal regimes privatize knowledge and extend patents/copyrights, turning previously free public goods into private assets (intellectual-property rents).",land-credit crowding-out,validated_paraphrase,NotebookLM-backed paraphrase from completed note; verify exact wording before final quotation.,03_notes/questions/PDF011_Q03.md,C1,,"- Page(s): 1, 21, 22, 23, 25 - Key passage(s), paraphrased or short quote only: - ""An important component of this is associated with rents: land rents, exploitation rents, and returns on intellectual property."" - ""There are, in fact, three reasons that W can increase without a concomitant increase in K, besides an increase in the value of land... increase in the value of intellectual property. Or there can be an increase in what might be called 'exploitation' rents.""",paraphrase,1. Introduction,medium
CLM_PDF011_Q03_006,PDF011,PDF011_Q03,Stiglitz_2015a,"1, 21, 22, 23, 25",mechanism,land,,land speculation crowds out productive capital,"The massive financial returns from all three sources are capitalized into asset prices, inflating measured wealth and enriching those at the top without increasing the real productive capital stock.",K_t; W,critical_interpretation,"The massive financial returns from all three sources are capitalized into asset prices, inflating measured wealth and enriching those at the top without increasing the real productive capital stock.",Latin American applicability,validated_paraphrase,NotebookLM-backed paraphrase from completed note; verify exact wording before final quotation.,03_notes/questions/PDF011_Q03.md,C1,,"- Page(s): 1, 21, 22, 23, 25 - Key passage(s), paraphrased or short quote only: - ""An important component of this is associated with rents: land rents, exploitation rents, and returns on intellectual property."" - ""There are, in fact, three reasons that W can increase without a concomitant increase in K, besides an increase in the value of land... increase in the value of intellectual property. Or there can be an increase in what might be called 'exploitation' rents.""",paraphrase,3. Conceptual objects,medium
CLM_PDF011_Q04_001,PDF011,PDF011_Q04,Stiglitz_2015a,"4, 14, 16",variables_parameters,land,,land speculation crowds out productive capital,,K_t; W,measurement_or_empirical_motivation,"The new stylized facts empirically contradict standard capital-labor models, which falsely predict that the observed massive increases in wealth (if interpreted as true productive capital) would force higher average wages, a lower return to capital, and a higher labor share.",land-credit crowding-out,validated_paraphrase,NotebookLM-backed paraphrase from completed note; verify exact wording before final quotation.,03_notes/questions/PDF011_Q04.md,C1,,"- Page(s): 4, 14, 16 - Key passage(s), paraphrased or short quote only: - ""An increase in the capital-labor ratio should be associated not only with a decrease in the return to capital r but as with an increase in wages; but as we have noted, wages have stagnated."" - ""capital deepening would imply an increasing share of labor-contrary to the new stylized facts.""",paraphrase,3. Conceptual objects,medium
CLM_PDF011_Q04_002,PDF011,PDF011_Q04,Stiglitz_2015a,"4, 14, 16",variables_parameters,land,,land changes R versus G and debt-rollover conditions,,,measurement_or_empirical_motivation,"The average wage derivative $\overline{w}^{\prime}(K)=-\frac{F{KK}K}{L}0$, demonstrating that in standard competitive models, capital deepening must unambiguously increase the average wage, contradicting recent empirical stagnation.",land-credit crowding-out,validated_paraphrase,NotebookLM-backed paraphrase from completed note; verify exact wording before final quotation.,03_notes/questions/PDF011_Q04.md,C1,,"- Page(s): 4, 14, 16 - Key passage(s), paraphrased or short quote only: - ""An increase in the capital-labor ratio should be associated not only with a decrease in the return to capital r but as with an increase in wages; but as we have noted, wages have stagnated."" - ""capital deepening would imply an increasing share of labor-contrary to the new stylized facts.""",paraphrase,3. Conceptual objects,medium
CLM_PDF011_Q04_003,PDF011,PDF011_Q04,Stiglitz_2015a,"4, 14, 16",variables_parameters,land,,land changes R versus G and debt-rollover conditions,,W,formal_model_result,"Applying this critique of standard capital-labor models to Latin America requires external verification, as the paper relies entirely on advanced-economy stylized facts (e.g., US wage stagnation and wealth-income ratios) and does not model the region's specific structural dependencies, such as primary commodity exports, informality, and peripheral financial constraints.",Latin American applicability,validated_paraphrase,NotebookLM-backed paraphrase from completed note; verify exact wording before final quotation.,03_notes/questions/PDF011_Q04.md,C1,,"- Page(s): 4, 14, 16 - Key passage(s), paraphrased or short quote only: - ""An increase in the capital-labor ratio should be associated not only with a decrease in the return to capital r but as with an increase in wages; but as we have noted, wages have stagnated."" - ""capital deepening would imply an increasing share of labor-contrary to the new stylized facts.""",paraphrase,3. Conceptual objects,medium
CLM_PDF011_Q04_004,PDF011,PDF011_Q04,Stiglitz_2015a,"4, 14, 16",theory_evidence,land,,land changes R versus G and debt-rollover conditions,,W,measurement_or_empirical_motivation,"New empirical data reveals rising wealth-income ratios, rising capital income shares, stagnant average wages, and steady returns to capital.",land-credit crowding-out,validated_paraphrase,NotebookLM-backed paraphrase from completed note; verify exact wording before final quotation.,03_notes/questions/PDF011_Q04.md,C1,,"- Page(s): 4, 14, 16 - Key passage(s), paraphrased or short quote only: - ""An increase in the capital-labor ratio should be associated not only with a decrease in the return to capital r but as with an increase in wages; but as we have noted, wages have stagnated."" - ""capital deepening would imply an increasing share of labor-contrary to the new stylized facts.""",paraphrase,3. Conceptual objects,medium
CLM_PDF011_Q04_005,PDF011,PDF011_Q04,Stiglitz_2015a,"4, 14, 16",theory_evidence,land,,land speculation crowds out productive capital,,K_t; W,model_based_synthesis,Standard neoclassical models equate wealth with productive capital and assume competitive markets.,land-credit crowding-out,validated_paraphrase,NotebookLM-backed paraphrase from completed note; verify exact wording before final quotation.,03_notes/questions/PDF011_Q04.md,C1,,"- Page(s): 4, 14, 16 - Key passage(s), paraphrased or short quote only: - ""An increase in the capital-labor ratio should be associated not only with a decrease in the return to capital r but as with an increase in wages; but as we have noted, wages have stagnated."" - ""capital deepening would imply an increasing share of labor-contrary to the new stylized facts.""",paraphrase,3. Conceptual objects,medium
CLM_PDF011_Q04_006,PDF011,PDF011_Q04,Stiglitz_2015a,"4, 14, 16",variables_parameters,land,,land changes R versus G and debt-rollover conditions,,,model_based_synthesis,"In these models, a massive accumulation of capital relative to labor mathematically forces the marginal product of capital to fall and the average wage to rise due to diminishing returns.",land-credit crowding-out,validated_paraphrase,NotebookLM-backed paraphrase from completed note; verify exact wording before final quotation.,03_notes/questions/PDF011_Q04.md,C1,,"- Page(s): 4, 14, 16 - Key passage(s), paraphrased or short quote only: - ""An increase in the capital-labor ratio should be associated not only with a decrease in the return to capital r but as with an increase in wages; but as we have noted, wages have stagnated."" - ""capital deepening would imply an increasing share of labor-contrary to the new stylized facts.""",paraphrase,3. Conceptual objects,medium
CLM_PDF011_Q04_007,PDF011,PDF011_Q04,Stiglitz_2015a,"4, 14, 16",causality,land,,land speculation crowds out productive capital,"Because the empirical reality completely contradicts these theoretical requirements, standard models are invalid for explaining current trends, proving that the observed wealth surge must consist of non-productive capitalized rents rather than real capital accumulation.",D_t/r_t; K_t; W,measurement_or_empirical_motivation,"Because the empirical reality completely contradicts these theoretical requirements, standard models are invalid for explaining current trends, proving that the observed wealth surge must consist of non-productive capitalized rents rather than real capital accumulation.",land-credit crowding-out,validated_paraphrase,NotebookLM-backed paraphrase from completed note; verify exact wording before final quotation.,03_notes/questions/PDF011_Q04.md,C1,,"- Page(s): 4, 14, 16 - Key passage(s), paraphrased or short quote only: - ""An increase in the capital-labor ratio should be associated not only with a decrease in the return to capital r but as with an increase in wages; but as we have noted, wages have stagnated."" - ""capital deepening would imply an increasing share of labor-contrary to the new stylized facts.""",paraphrase,3. Conceptual objects,medium
CLM_PDF011_Q05_001,PDF011,PDF011_Q05,Stiglitz_2015a,"6, 9",definition,land,"The foundational elements for later land-credit models are the conceptualization of land as a non-produced, collateralizable asset and the insight that financial and monetary policies directly inflate the value of this collateral, thereby driving wealth inequality.",real-estate credit amplifies land-price inflation,,collateral parameter; W,model_based_synthesis,"The foundational elements for later land-credit models are the conceptualization of land as a non-produced, collateralizable asset and the insight that financial and monetary policies directly inflate the value of this collateral, thereby driving wealth inequality.",land-credit crowding-out,validated_paraphrase,NotebookLM-backed paraphrase from completed note; verify exact wording before final quotation.,03_notes/questions/PDF011_Q05.md,C1,,"- Page(s): 6, 9 - Key passage(s), paraphrased or short quote only: - ""We explicitly consider models in which there is a second, non-produced, asset, land... Land can be used as collateral, and the value of land (or other fixed assets) may be affected by financial and monetary policies."" - ""We provide a set of models detailing that relationship, describing how when some assets are collateralizable and others are not, a change in financial/monetary policy can affect the value of collateralizable wealth.""",paraphrase,3. Conceptual objects,medium
CLM_PDF011_Q05_002,PDF011,PDF011_Q05,Stiglitz_2015a,"6, 9",variables_parameters,land,,real-estate credit amplifies land-price inflation,,,formal_model_result,Not applicable (the formal equations for the land-credit models are deferred to Part IV of the author's work).,land-credit crowding-out,validated_paraphrase,NotebookLM-backed paraphrase from completed note; verify exact wording before final quotation.,03_notes/questions/PDF011_Q05.md,C1,,"- Page(s): 6, 9 - Key passage(s), paraphrased or short quote only: - ""We explicitly consider models in which there is a second, non-produced, asset, land... Land can be used as collateral, and the value of land (or other fixed assets) may be affected by financial and monetary policies."" - ""We provide a set of models detailing that relationship, describing how when some assets are collateralizable and others are not, a change in financial/monetary policy can affect the value of collateralizable wealth.""",paraphrase,5. Mechanism II,medium
CLM_PDF011_Q05_003,PDF011,PDF011_Q05,Stiglitz_2015a,"6, 9",definition,land,"Applying these foundational land-credit concepts to Latin America requires external verification, as the paper relies on advanced-economy stylized facts and abstracts from the region's specific peripheral financial constraints, such as dollarized real estate markets and reliance on foreign capital inflows.",real-estate credit amplifies land-price inflation,,,critical_interpretation,"Applying these foundational land-credit concepts to Latin America requires external verification, as the paper relies on advanced-economy stylized facts and abstracts from the region's specific peripheral financial constraints, such as dollarized real estate markets and reliance on foreign capital inflows.",land-credit crowding-out,validated_paraphrase,NotebookLM-backed paraphrase from completed note; verify exact wording before final quotation.,03_notes/questions/PDF011_Q05.md,C1,,"- Page(s): 6, 9 - Key passage(s), paraphrased or short quote only: - ""We explicitly consider models in which there is a second, non-produced, asset, land... Land can be used as collateral, and the value of land (or other fixed assets) may be affected by financial and monetary policies."" - ""We provide a set of models detailing that relationship, describing how when some assets are collateralizable and others are not, a change in financial/monetary policy can affect the value of collateralizable wealth.""",paraphrase,3. Conceptual objects,medium
